lon,lat,4.25,4.35,4.45,4.55,4.65,4.75,4.85,4.95,5.05,5.15,5.25,5.35,5.45,5.55,5.65,5.75,5.85,5.95,6.05,6.15,6.25,6.35,6.45,6.55,6.65,6.75,6.85,6.95,7.05,7.15,7.25,7.35,7.45,7.55,7.65,7.75,7.85,7.95,8.05,8.15,8.25,8.35,8.45,8.55,8.65,8.75,8.85,8.95,9.05,9.15,9.25,9.35
-123.00000,37.00000,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.40,0.33,0.27,0.22,0.18,0.15,0.12,0.09,0.07,0.06,0.04,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-122.80000,37.00000,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.04,0.85,0.70,0.57,0.46,0.37,0.30,0.24,0.19,0.14,0.11,0.08,0.05,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-122.60000,37.00000,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.40,1.97,1.62,1.32,1.07,0.87,0.70,0.55,0.43,0.33,0.25,0.18,0.13,0.08,0.04,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-122.40000,37.00000,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,4.84,3.99,3.27,2.68,2.18,1.76,1.41,1.12,0.88,0.67,0.50,0.36,0.25,0.15,0.07,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-122.20000,37.00000,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,8.37,6.92,5.69,4.66,3.79,3.06,2.45,1.94,1.52,1.16,0.86,0.62,0.41,0.24,0.09,0.07,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-122.00000,37.00000,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,12.26,10.17,8.39,6.88,5.61,4.54,3.64,2.88,2.25,1.72,1.28,0.91,0.60,0.34,0.13,0.09,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-122.00000,37.00000,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,12.26,10.17,8.39,6.88,5.61,4.54,3.64,2.88,2.25,1.72,1.28,0.91,0.60,0.34,0.13,0.09,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.80000,37.00000,25.77,25.77,25.77,25.77,25.77,25.77,25.77,25.77,25.77,21.44,17.69,14.46,11.69,9.35,7.36,5.70,4.30,3.12,2.15,1.59,1.13,0.75,0.42,0.15,0.10,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-122.00000,37.00000,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,12.26,10.17,8.39,6.88,5.61,4.54,3.64,2.88,2.25,1.72,1.28,0.91,0.60,0.34,0.13,0.09,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
